Pencader Drive,unclassified,39.6169867,-75.7567105
Arbour Drive,residential,39.6566440,-75.7638520
South Main Street,primary,39.6781205,-75.7617499
n/a,path,39.6531602,-75.7715827
University Drive,residential,39.6541211,-75.7700024
n/a,path,39.6533398,-75.7710355
University Drive,residential,39.6527846,-75.7699751
n/a,path,39.6533295,-75.7711159
East Main Street,primary,39.6837895,-75.7436447
Westbury Lane,residential,39.7059980,-75.7875327
Chippenham Drive,residential,39.7080242,-75.7874448
Colonial Court,residential,39.6774419,-75.7719071
South Main Street,primary,39.6829112,-75.7562121
New London Road,primary,39.6830012,-75.7561863
Nottingham Road,primary,39.6924452,-75.7813864
Pleasant Valley Road,secondary,39.6230941,-75.7712131
Pleasant Valley Road,secondary,39.6240925,-75.7714641
Pleasant Valley Road,secondary,39.6242287,-75.7715264
Science Boulevard,residential,39.6654383,-75.7593292
Pleasant Valley Road,secondary,39.6245160,-75.7716860
Pleasant Valley Road,secondary,39.6202120,-75.7711170
Pleasant Valley Road,secondary,39.6151944,-75.7706187
Pleasant Valley Road,secondary,39.6111095,-75.7700635
n/a,path,39.6419655,-75.7515890
Winsome Way,residential,39.6297627,-75.7476594
n/a,track,39.6629302,-75.7817500
Four Seasons Parkway,tertiary,39.6265106,-75.7600768
West Road,unclassified,39.6623990,-75.7856388
Four Seasons Parkway,tertiary,39.6268676,-75.7556575
East Delaware Avenue,primary,39.6821101,-75.7436103
Highland Circle,residential,39.6456618,-75.7819619
Rittenhouse Trail,path,39.6584184,-75.7559781
Rittenhouse Trail,path,39.6581990,-75.7559410
n/a,path,39.6459554,-75.7591454
n/a,path,39.6461513,-75.7586380
n/a,path,39.6464010,-75.7551124
n/a,path,39.6454960,-75.7488204
n/a,path,39.6435176,-75.7456916
n/a,path,39.6416058,-75.7446677
n/a,path,39.6426838,-75.7548281
n/a,path,39.6431927,-75.7561421
n/a,path,39.6456947,-75.7573710
Cannons Way,residential,39.6578584,-75.7478469
Longwood Lane,residential,39.7095860,-75.7431735
Park Place,residential,39.6159118,-75.8343738
n/a,path,39.6463556,-75.7538694
Willa Road,residential,39.6715360,-75.7632753
West Road,unclassified,39.6645583,-75.7831832
Elkton Road,primary,39.6696241,-75.7716262
n/a,path,39.6462702,-75.7575728
n/a,path,39.6405684,-75.7548561
n/a,path,39.6403189,-75.7551451
Park Way Road,residential,39.6163224,-75.8310575
Maryland Avenue,residential,39.6142320,-75.8312330
n/a,path,39.6837420,-75.8293590
n/a,path,39.6830950,-75.8285580
n/a,path,39.6846281,-75.8277495
n/a,path,39.6902209,-75.8286363
n/a,path,39.6394505,-75.7562581
South College Avenue,primary,39.6630110,-75.7524299
Starling Lane,residential,39.6699820,-75.8060170
South College Avenue,primary,39.6631635,-75.7524463
Telegraph Road,primary,39.6986769,-75.8294125
South College Avenue,primary,39.6632372,-75.7524555
Discovery Boulevard,residential,39.6633669,-75.7524727
Appleton Road,tertiary,39.6624280,-75.8142630
n/a,trunk_link,39.6659099,-75.7766559
n/a,trunk_link,39.6652331,-75.7764647
Ricketts Mill Road,tertiary,39.6309340,-75.8274760
Elk Mills Road,secondary,39.6570872,-75.8218054
Healthy Way,residential,39.6657931,-75.7527840
Healthy Way,residential,39.6660564,-75.7528066
Cecil Manor School Road,residential,39.6575435,-75.8171165
n/a,secondary_link,39.6521479,-75.7805145
Orchard Road,residential,39.6735390,-75.7567550
Townsend Road,residential,39.6735043,-75.7581190
Beverly Road,residential,39.6734794,-75.7594295
Apple Road,residential,39.6734380,-75.7608683
Cecil Manor School Road,residential,39.6580201,-75.8171828
Elk Mills Road,secondary,39.6615780,-75.8300430
Alwyn Drive,residential,39.6554238,-75.7476298
Anglin Drive,residential,39.6539626,-75.7474265
Edjil Drive,residential,39.6531630,-75.7473549
Anita Drive,residential,39.6512590,-75.7436324
Barksdale Road,tertiary,39.6784506,-75.7750643
n/a,path,39.6885130,-75.8206310
n/a,unclassified,39.6547157,-75.7508522
n/a,unclassified,39.6550704,-75.7508414
n/a,unclassified,39.6547231,-75.7507805
Riverside Drive,residential,39.6282230,-75.8236980
Riverside Drive,residential,39.6286150,-75.8234140
Rockmoss Avenue,residential,39.6815350,-75.7797450
Kenilworth Avenue,residential,39.6804980,-75.7799990
Aster Avenue,residential,39.6797220,-75.7800510
Blair Court,residential,39.6772019,-75.7739311
Mad Macs Entrance,unclassified,39.6560920,-75.7508297
n/a,unclassified,39.6558324,-75.7506027
n/a,unclassified,39.6558097,-75.7508146
n/a,unclassified,39.6555991,-75.7510962
New London Road,primary,39.6833104,-75.7564953
West Cleveland Avenue,tertiary,39.6854680,-75.7583310
New London Road,primary,39.6878814,-75.7598041
New London Road,primary,39.6890455,-75.7602601
New London Road,primary,39.6912540,-75.7615797
New London Road,primary,39.6916523,-75.7620081
New London Road,primary,39.7009801,-75.7690029
New London Road,primary,39.7066687,-75.7747650
Sluice Court,residential,39.6781549,-75.7741070
New London Road,primary,39.7095983,-75.7774905
Old East Chestnut Hill Road,tertiary,39.6562000,-75.7506798
Tawes Drive,residential,39.7086090,-75.8345330
Tawes Drive,residential,39.7092770,-75.8365660
Newark and Pomeroy Rail Trail,cycleway,39.6898285,-75.7547865
Sunnydell Road,residential,39.7004910,-75.8178070
n/a,unclassified,39.6601723,-75.7845500
n/a,unclassified,39.6620281,-75.7826206
n/a,unclassified,39.6592540,-75.7854150
Powerhouse Road,unclassified,39.6611559,-75.7870229
Telegraph Road,primary,39.6960960,-75.7956590
Stone Gate Boulevard,residential,39.6520540,-75.7894600
Bridle Brook Lane,residential,39.7011597,-75.7864443
Bridle Brook Lane,residential,39.7043976,-75.7779438
Stone Gate Boulevard,residential,39.6495510,-75.7902470
Elk Mills Road,secondary,39.6620173,-75.8307956
Pettinaro Drive,residential,39.6597488,-75.7954118
Pettinaro Drive,residential,39.6600879,-75.7961867
Tulip Tree Lane,residential,39.6468393,-75.7680093
Lynley Lane,residential,39.6957630,-75.7469360
Caroline Street,residential,39.6145390,-75.8364620
Paper Mill Road,primary,39.6972439,-75.7500536
Jasmine Run,residential,39.6331336,-75.7659572
Cobblestone Cross,residential,39.6336996,-75.7661020
Wildflower Circle,residential,39.6344598,-75.7656112
West Delaware Avenue,primary,39.6816067,-75.7553304
Four Seasons Parkway,tertiary,39.6269714,-75.7513886
Four Seasons Parkway,tertiary,39.6264694,-75.7606491
Four Seasons Parkway,tertiary,39.6282286,-75.7629067
Four Seasons Parkway,tertiary,39.6291058,-75.7633751
Lumber Mill Lane,residential,39.6525840,-75.8360290
Marlyn Drive,residential,39.7029590,-75.8175860
Elkton Boulevard,residential,39.6182815,-75.8304392
Park Way Road,residential,39.6163024,-75.8309290
Bow Street,residential,39.6146600,-75.8311820
Briar Lane,residential,39.6818376,-75.7702350
Country Hills Drive,residential,39.6768660,-75.7856194
n/a,residential,39.7044263,-75.7714996
Locharron Drive,residential,39.6882320,-75.7956250
Megan Circle,residential,39.6887320,-75.7913850
n/a,cycleway,39.6741911,-75.7446894
Woodbine Circle,residential,39.7127200,-75.7960450
North Rosemont Circle,residential,39.7117170,-75.7948050
Oak Road,residential,39.7094970,-75.7934990
Nottingham Road,primary,39.6907367,-75.7769188
Old Casho Mill Road,residential,39.6901160,-75.7752531
New Casho Mill Road,tertiary,39.6904157,-75.7760578
Elkton Road,primary,39.6703484,-75.7705385
Newark and Pomeroy Rail Trail,cycleway,39.6871736,-75.7480368
Newark and Pomeroy Rail Trail,cycleway,39.6870427,-75.7471050
North Chapel Street,primary,39.6869580,-75.7468397
n/a,track,39.6641540,-75.7974673
n/a,track,39.6636564,-75.8034276
n/a,track,39.6636048,-75.7944794
n/a,track,39.6668464,-75.7978804
n/a,track,39.6615395,-75.7941641
Nottingham Road,primary,39.6906686,-75.7767364
Patrick Henry Court,residential,39.6773796,-75.7729325
Panorama Drive,residential,39.6898842,-75.7808612
Lafayette Road,residential,39.6852760,-75.7748954
Nottingham Road,primary,39.6927522,-75.7821742
Iron Hill Road,tertiary,39.6454108,-75.7907847
Chestnut Hill Road West,residential,39.6423557,-75.7903300
Appleton Road,tertiary,39.6715250,-75.8153960
Appleton Road,secondary,39.6305230,-75.8179040
n/a,unclassified,39.6642731,-75.7468742
Bridle Brook Lane,residential,39.7043190,-75.7785756
Wedgewood Road,residential,39.7107702,-75.7719451
South College Avenue,unclassified,39.6337766,-75.7439678
Appleton Road,secondary,39.6293010,-75.8195820
Christina Mill Drive,residential,39.6687951,-75.7731996
Thorn Lane,residential,39.6736004,-75.7673264
Thorn Lane,residential,39.6740871,-75.7680188
Thorn Lane,residential,39.6743815,-75.7690768
